replicate,task,model
317,math500,NVIDIA-Nemotron-Nano-9B-v2
317,finqa,Fin-R1
318,meld,Qwen2.5-Coder-7B-Instruct
318,bbh,NVIDIA-Nemotron-Nano-9B-v2
318,medqa,Llama-3.1-8B-Instruct
318,mmlupro,gemma-2-9b-it
318,korbench,Llama-3.1-8B-UltraMedical
318,livecodebench,Qwen3-8B
318,finqa,Fin-R1
318,math500,DeepSeek-R1-0528-Qwen3-8B
319,mmlupro,Llama-3.1-8B-Instruct
319,meld,Qwen2.5-Coder-7B-Instruct
319,medqa,Llama-3.1-8B-UltraMedical
319,bbh,DeepSeek-R1-0528-Qwen3-8B
319,livecodebench,Qwen3-8B
319,math500,NVIDIA-Nemotron-Nano-9B-v2
319,finqa,Fin-R1
319,korbench,gemma-2-9b-it
320,mmlupro,Llama-3.1-8B-Instruct
320,medqa,Llama-3.1-8B-UltraMedical
320,bbh,DeepSeek-R1-0528-Qwen3-8B
320,korbench,Qwen2.5-Coder-7B-Instruct
320,meld,gemma-2-9b-it
320,livecodebench,Qwen3-8B
320,math500,NVIDIA-Nemotron-Nano-9B-v2
320,finqa,Fin-R1
321,mmlupro,Llama-3.1-8B-Instruct
321,medqa,Llama-3.1-8B-UltraMedical
321,meld,gemma-2-9b-it
321,bbh,Qwen2.5-Coder-7B-Instruct
321,livecodebench,Qwen3-8B
321,finqa,Fin-R1
321,math500,DeepSeek-R1-0528-Qwen3-8B
321,korbench,NVIDIA-Nemotron-Nano-9B-v2
322,medqa,Llama-3.1-8B-Instruct
322,bbh,DeepSeek-R1-0528-Qwen3-8B
322,math500,Qwen3-8B
322,korbench,Qwen2.5-Coder-7B-Instruct
322,meld,gemma-2-9b-it
322,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
322,finqa,Fin-R1
322,mmlupro,Llama-3.1-8B-UltraMedical
323,mmlupro,Llama-3.1-8B-Instruct
323,bbh,NVIDIA-Nemotron-Nano-9B-v2
323,medqa,Llama-3.1-8B-UltraMedical
323,korbench,Qwen2.5-Coder-7B-Instruct
323,meld,gemma-2-9b-it
323,livecodebench,Qwen3-8B
323,finqa,Fin-R1
323,math500,DeepSeek-R1-0528-Qwen3-8B
324,medqa,Llama-3.1-8B-Instruct
324,bbh,DeepSeek-R1-0528-Qwen3-8B
324,korbench,Qwen2.5-Coder-7B-Instruct
324,meld,gemma-2-9b-it
324,livecodebench,Qwen3-8B
324,math500,NVIDIA-Nemotron-Nano-9B-v2
324,finqa,Fin-R1
324,mmlupro,Llama-3.1-8B-UltraMedical
325,medqa,Llama-3.1-8B-Instruct
325,bbh,DeepSeek-R1-0528-Qwen3-8B
325,korbench,Qwen2.5-Coder-7B-Instruct
325,meld,gemma-2-9b-it
325,livecodebench,Qwen3-8B
325,math500,NVIDIA-Nemotron-Nano-9B-v2
325,finqa,Fin-R1
325,mmlupro,Llama-3.1-8B-UltraMedical
326,mmlupro,Llama-3.1-8B-Instruct
326,medqa,Llama-3.1-8B-UltraMedical
326,bbh,DeepSeek-R1-0528-Qwen3-8B
326,korbench,Qwen2.5-Coder-7B-Instruct
326,meld,gemma-2-9b-it
326,livecodebench,Qwen3-8B
326,math500,NVIDIA-Nemotron-Nano-9B-v2
326,finqa,Fin-R1
327,meld,Qwen2.5-Coder-7B-Instruct
327,medqa,Llama-3.1-8B-Instruct
327,mmlupro,gemma-2-9b-it
327,bbh,DeepSeek-R1-0528-Qwen3-8B
327,math500,Qwen3-8B
327,korbench,Llama-3.1-8B-UltraMedical
327,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
327,finqa,Fin-R1
328,medqa,Llama-3.1-8B-Instruct
328,bbh,DeepSeek-R1-0528-Qwen3-8B
328,math500,Qwen3-8B
328,korbench,Qwen2.5-Coder-7B-Instruct
328,meld,gemma-2-9b-it
328,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
328,finqa,Fin-R1
328,mmlupro,Llama-3.1-8B-UltraMedical
329,bbh,NVIDIA-Nemotron-Nano-9B-v2
329,medqa,Llama-3.1-8B-Instruct
329,korbench,Qwen2.5-Coder-7B-Instruct
329,meld,gemma-2-9b-it
329,livecodebench,Qwen3-8B
329,finqa,Fin-R1
329,mmlupro,Llama-3.1-8B-UltraMedical
329,math500,DeepSeek-R1-0528-Qwen3-8B
330,meld,Qwen2.5-Coder-7B-Instruct
330,medqa,Llama-3.1-8B-UltraMedical
330,mmlupro,gemma-2-9b-it
330,bbh,DeepSeek-R1-0528-Qwen3-8B
330,korbench,Llama-3.1-8B-Instruct
330,livecodebench,Qwen3-8B
330,math500,NVIDIA-Nemotron-Nano-9B-v2
330,finqa,Fin-R1
331,korbench,DeepSeek-R1-0528-Qwen3-8B
331,medqa,Llama-3.1-8B-Instruct
331,meld,gemma-2-9b-it
331,bbh,Llama-3.1-8B-UltraMedical
331,livecodebench,Qwen3-8B
331,math500,NVIDIA-Nemotron-Nano-9B-v2
331,finqa,Fin-R1
331,mmlupro,Qwen2.5-Coder-7B-Instruct
332,medqa,Llama-3.1-8B-Instruct
332,bbh,DeepSeek-R1-0528-Qwen3-8B
332,korbench,Qwen2.5-Coder-7B-Instruct
332,meld,gemma-2-9b-it
332,livecodebench,Qwen3-8B
332,math500,NVIDIA-Nemotron-Nano-9B-v2
332,finqa,Fin-R1
332,mmlupro,Llama-3.1-8B-UltraMedical
333,medqa,Llama-3.1-8B-Instruct
333,bbh,DeepSeek-R1-0528-Qwen3-8B
333,korbench,Qwen2.5-Coder-7B-Instruct
333,meld,gemma-2-9b-it
333,livecodebench,Qwen3-8B
333,math500,NVIDIA-Nemotron-Nano-9B-v2
333,finqa,Fin-R1
333,mmlupro,Llama-3.1-8B-UltraMedical
334,medqa,Llama-3.1-8B-Instruct
334,bbh,DeepSeek-R1-0528-Qwen3-8B
334,korbench,Qwen2.5-Coder-7B-Instruct
334,meld,gemma-2-9b-it
334,livecodebench,Qwen3-8B
334,math500,NVIDIA-Nemotron-Nano-9B-v2
334,finqa,Fin-R1
334,mmlupro,Llama-3.1-8B-UltraMedical
335,meld,Qwen2.5-Coder-7B-Instruct
335,medqa,Llama-3.1-8B-UltraMedical
335,mmlupro,gemma-2-9b-it
335,livecodebench,Qwen3-8B
335,bbh,Llama-3.1-8B-Instruct
335,finqa,Fin-R1
335,math500,DeepSeek-R1-0528-Qwen3-8B
335,korbench,NVIDIA-Nemotron-Nano-9B-v2
336,mmlupro,Llama-3.1-8B-Instruct
336,medqa,Llama-3.1-8B-UltraMedical
336,bbh,DeepSeek-R1-0528-Qwen3-8B
336,korbench,Qwen2.5-Coder-7B-Instruct
336,meld,gemma-2-9b-it
336,livecodebench,Qwen3-8B
336,math500,NVIDIA-Nemotron-Nano-9B-v2
336,finqa,Fin-R1
337,medqa,Llama-3.1-8B-Instruct
337,bbh,DeepSeek-R1-0528-Qwen3-8B
337,korbench,Qwen2.5-Coder-7B-Instruct
337,meld,gemma-2-9b-it
337,livecodebench,Qwen3-8B
337,math500,NVIDIA-Nemotron-Nano-9B-v2
337,finqa,Fin-R1
337,mmlupro,Llama-3.1-8B-UltraMedical
338,bbh,NVIDIA-Nemotron-Nano-9B-v2
338,medqa,Llama-3.1-8B-Instruct
338,korbench,Qwen2.5-Coder-7B-Instruct
338,meld,gemma-2-9b-it
338,livecodebench,Qwen3-8B
338,finqa,Fin-R1
338,mmlupro,Llama-3.1-8B-UltraMedical
338,math500,DeepSeek-R1-0528-Qwen3-8B
339,mmlupro,Llama-3.1-8B-Instruct
339,meld,Qwen2.5-Coder-7B-Instruct
339,bbh,NVIDIA-Nemotron-Nano-9B-v2
339,medqa,Llama-3.1-8B-UltraMedical
339,livecodebench,Qwen3-8B
339,finqa,Fin-R1
339,korbench,gemma-2-9b-it
339,math500,DeepSeek-R1-0528-Qwen3-8B
340,mmlupro,Llama-3.1-8B-Instruct
340,medqa,Llama-3.1-8B-UltraMedical
340,bbh,DeepSeek-R1-0528-Qwen3-8B
340,korbench,Qwen2.5-Coder-7B-Instruct
340,meld,gemma-2-9b-it
340,livecodebench,Qwen3-8B
340,math500,NVIDIA-Nemotron-Nano-9B-v2
340,finqa,Fin-R1
341,mmlupro,Llama-3.1-8B-Instruct
341,bbh,NVIDIA-Nemotron-Nano-9B-v2
341,medqa,Llama-3.1-8B-UltraMedical
341,korbench,Qwen2.5-Coder-7B-Instruct
341,meld,gemma-2-9b-it
341,livecodebench,Qwen3-8B
341,finqa,Fin-R1
341,math500,DeepSeek-R1-0528-Qwen3-8B
342,bbh,NVIDIA-Nemotron-Nano-9B-v2
342,medqa,Llama-3.1-8B-Instruct
342,korbench,Qwen2.5-Coder-7B-Instruct
342,meld,gemma-2-9b-it
342,livecodebench,Qwen3-8B
342,finqa,Fin-R1
342,mmlupro,Llama-3.1-8B-UltraMedical
342,math500,DeepSeek-R1-0528-Qwen3-8B
343,medqa,Llama-3.1-8B-Instruct
343,bbh,DeepSeek-R1-0528-Qwen3-8B
343,korbench,Qwen2.5-Coder-7B-Instruct
343,meld,gemma-2-9b-it
343,livecodebench,Qwen3-8B
343,math500,NVIDIA-Nemotron-Nano-9B-v2
343,finqa,Fin-R1
343,mmlupro,Llama-3.1-8B-UltraMedical
344,medqa,Llama-3.1-8B-Instruct
344,bbh,DeepSeek-R1-0528-Qwen3-8B
344,korbench,Qwen2.5-Coder-7B-Instruct
344,meld,gemma-2-9b-it
344,livecodebench,Qwen3-8B
344,math500,NVIDIA-Nemotron-Nano-9B-v2
344,finqa,Fin-R1
344,mmlupro,Llama-3.1-8B-UltraMedical
345,medqa,Llama-3.1-8B-Instruct
345,bbh,DeepSeek-R1-0528-Qwen3-8B
345,korbench,Qwen2.5-Coder-7B-Instruct
345,meld,gemma-2-9b-it
345,livecodebench,Qwen3-8B
345,math500,NVIDIA-Nemotron-Nano-9B-v2
345,finqa,Fin-R1
345,mmlupro,Llama-3.1-8B-UltraMedical
346,medqa,Llama-3.1-8B-Instruct
346,bbh,DeepSeek-R1-0528-Qwen3-8B
346,korbench,Qwen2.5-Coder-7B-Instruct
346,meld,gemma-2-9b-it
346,livecodebench,Qwen3-8B
346,math500,NVIDIA-Nemotron-Nano-9B-v2
346,finqa,Fin-R1
346,mmlupro,Llama-3.1-8B-UltraMedical
347,mmlupro,Llama-3.1-8B-Instruct
347,meld,Qwen2.5-Coder-7B-Instruct
347,medqa,Llama-3.1-8B-UltraMedical
347,bbh,DeepSeek-R1-0528-Qwen3-8B
347,math500,Qwen3-8B
347,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
347,finqa,Fin-R1
347,korbench,gemma-2-9b-it
348,mmlupro,Llama-3.1-8B-Instruct
348,medqa,Llama-3.1-8B-UltraMedical
348,bbh,DeepSeek-R1-0528-Qwen3-8B
348,korbench,Qwen2.5-Coder-7B-Instruct
348,meld,gemma-2-9b-it
348,livecodebench,Qwen3-8B
348,math500,NVIDIA-Nemotron-Nano-9B-v2
348,finqa,Fin-R1
349,medqa,Llama-3.1-8B-Instruct
349,bbh,DeepSeek-R1-0528-Qwen3-8B
349,korbench,Qwen2.5-Coder-7B-Instruct
349,meld,gemma-2-9b-it
349,livecodebench,Qwen3-8B
349,math500,NVIDIA-Nemotron-Nano-9B-v2
349,finqa,Fin-R1
349,mmlupro,Llama-3.1-8B-UltraMedical
350,meld,Qwen2.5-Coder-7B-Instruct
350,medqa,Llama-3.1-8B-UltraMedical
350,mmlupro,gemma-2-9b-it
350,bbh,DeepSeek-R1-0528-Qwen3-8B
350,korbench,Llama-3.1-8B-Instruct
350,livecodebench,Qwen3-8B
350,math500,NVIDIA-Nemotron-Nano-9B-v2
350,finqa,Fin-R1
351,medqa,Llama-3.1-8B-Instruct
351,bbh,Qwen3-8B
351,korbench,Qwen2.5-Coder-7B-Instruct
351,meld,gemma-2-9b-it
351,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
351,finqa,Fin-R1
351,mmlupro,Llama-3.1-8B-UltraMedical
351,math500,DeepSeek-R1-0528-Qwen3-8B
352,meld,Qwen2.5-Coder-7B-Instruct
352,bbh,NVIDIA-Nemotron-Nano-9B-v2
352,medqa,Llama-3.1-8B-Instruct
352,mmlupro,gemma-2-9b-it
352,korbench,Llama-3.1-8B-UltraMedical
352,livecodebench,Qwen3-8B
352,finqa,Fin-R1
352,math500,DeepSeek-R1-0528-Qwen3-8B
353,mmlupro,Llama-3.1-8B-Instruct
353,medqa,Llama-3.1-8B-UltraMedical
353,bbh,DeepSeek-R1-0528-Qwen3-8B
353,korbench,Qwen2.5-Coder-7B-Instruct
353,meld,gemma-2-9b-it
353,livecodebench,Qwen3-8B
353,math500,NVIDIA-Nemotron-Nano-9B-v2
353,finqa,Fin-R1
354,bbh,NVIDIA-Nemotron-Nano-9B-v2
354,medqa,Llama-3.1-8B-Instruct
354,mmlupro,gemma-2-9b-it
354,finqa,Qwen2.5-Coder-7B-Instruct
354,korbench,Llama-3.1-8B-UltraMedical
354,meld,Fin-R1
354,livecodebench,Qwen3-8B
354,math500,DeepSeek-R1-0528-Qwen3-8B
355,bbh,NVIDIA-Nemotron-Nano-9B-v2
355,medqa,Llama-3.1-8B-Instruct
355,korbench,Qwen2.5-Coder-7B-Instruct
355,meld,gemma-2-9b-it
355,livecodebench,Qwen3-8B
355,finqa,Fin-R1
355,mmlupro,Llama-3.1-8B-UltraMedical
355,math500,DeepSeek-R1-0528-Qwen3-8B
356,mmlupro,Llama-3.1-8B-Instruct
356,medqa,Llama-3.1-8B-UltraMedical
356,bbh,DeepSeek-R1-0528-Qwen3-8B
356,korbench,Qwen2.5-Coder-7B-Instruct
356,meld,gemma-2-9b-it
356,livecodebench,Qwen3-8B
356,math500,NVIDIA-Nemotron-Nano-9B-v2
356,finqa,Fin-R1
357,mmlupro,Llama-3.1-8B-Instruct
357,meld,Qwen2.5-Coder-7B-Instruct
357,bbh,NVIDIA-Nemotron-Nano-9B-v2
357,medqa,Llama-3.1-8B-UltraMedical
357,livecodebench,Qwen3-8B
357,finqa,Fin-R1
357,korbench,gemma-2-9b-it
357,math500,DeepSeek-R1-0528-Qwen3-8B
358,meld,Qwen2.5-Coder-7B-Instruct
358,medqa,Llama-3.1-8B-Instruct
358,mmlupro,gemma-2-9b-it
358,bbh,Llama-3.1-8B-UltraMedical
358,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
358,finqa,Fin-R1
358,math500,DeepSeek-R1-0528-Qwen3-8B
358,korbench,Qwen3-8B
359,meld,Qwen2.5-Coder-7B-Instruct
359,bbh,NVIDIA-Nemotron-Nano-9B-v2
359,medqa,Llama-3.1-8B-UltraMedical
359,mmlupro,gemma-2-9b-it
359,korbench,Llama-3.1-8B-Instruct
359,livecodebench,Qwen3-8B
359,finqa,Fin-R1
359,math500,DeepSeek-R1-0528-Qwen3-8B
360,medqa,Llama-3.1-8B-Instruct
360,bbh,DeepSeek-R1-0528-Qwen3-8B
360,korbench,Qwen2.5-Coder-7B-Instruct
360,meld,gemma-2-9b-it
360,livecodebench,Qwen3-8B
360,math500,NVIDIA-Nemotron-Nano-9B-v2
360,finqa,Fin-R1
360,mmlupro,Llama-3.1-8B-UltraMedical
361,medqa,Llama-3.1-8B-Instruct
361,bbh,DeepSeek-R1-0528-Qwen3-8B
361,math500,Qwen3-8B
361,korbench,Qwen2.5-Coder-7B-Instruct
361,meld,gemma-2-9b-it
361,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
361,finqa,Fin-R1
361,mmlupro,Llama-3.1-8B-UltraMedical
362,meld,Qwen2.5-Coder-7B-Instruct
362,bbh,NVIDIA-Nemotron-Nano-9B-v2
362,medqa,Llama-3.1-8B-Instruct
362,mmlupro,gemma-2-9b-it
362,korbench,Llama-3.1-8B-UltraMedical
362,livecodebench,Qwen3-8B
362,finqa,Fin-R1
362,math500,DeepSeek-R1-0528-Qwen3-8B
363,mmlupro,Llama-3.1-8B-Instruct
363,bbh,NVIDIA-Nemotron-Nano-9B-v2
363,medqa,Llama-3.1-8B-UltraMedical
363,korbench,Qwen2.5-Coder-7B-Instruct
363,meld,gemma-2-9b-it
363,livecodebench,Qwen3-8B
363,finqa,Fin-R1
363,math500,DeepSeek-R1-0528-Qwen3-8B
364,meld,Qwen2.5-Coder-7B-Instruct
364,medqa,Llama-3.1-8B-Instruct
364,mmlupro,gemma-2-9b-it
364,bbh,DeepSeek-R1-0528-Qwen3-8B
364,korbench,Llama-3.1-8B-UltraMedical
364,livecodebench,Qwen3-8B
364,math500,NVIDIA-Nemotron-Nano-9B-v2
364,finqa,Fin-R1
365,mmlupro,Llama-3.1-8B-Instruct
365,bbh,NVIDIA-Nemotron-Nano-9B-v2
365,medqa,Llama-3.1-8B-UltraMedical
365,korbench,Qwen2.5-Coder-7B-Instruct
365,meld,gemma-2-9b-it
365,livecodebench,Qwen3-8B
365,finqa,Fin-R1
365,math500,DeepSeek-R1-0528-Qwen3-8B
366,medqa,Llama-3.1-8B-Instruct
366,bbh,DeepSeek-R1-0528-Qwen3-8B
366,korbench,Qwen2.5-Coder-7B-Instruct
366,meld,gemma-2-9b-it
366,livecodebench,Qwen3-8B
366,math500,NVIDIA-Nemotron-Nano-9B-v2
366,finqa,Fin-R1
366,mmlupro,Llama-3.1-8B-UltraMedical
367,meld,Qwen2.5-Coder-7B-Instruct
367,medqa,Llama-3.1-8B-Instruct
367,mmlupro,gemma-2-9b-it
367,bbh,Llama-3.1-8B-UltraMedical
367,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
367,finqa,Fin-R1
367,math500,DeepSeek-R1-0528-Qwen3-8B
367,korbench,Qwen3-8B
368,mmlupro,Llama-3.1-8B-Instruct
368,medqa,Llama-3.1-8B-UltraMedical
368,bbh,DeepSeek-R1-0528-Qwen3-8B
368,korbench,Qwen2.5-Coder-7B-Instruct
368,meld,gemma-2-9b-it
368,livecodebench,Qwen3-8B
368,math500,NVIDIA-Nemotron-Nano-9B-v2
368,finqa,Fin-R1
369,medqa,Llama-3.1-8B-Instruct
369,bbh,DeepSeek-R1-0528-Qwen3-8B
369,korbench,Qwen2.5-Coder-7B-Instruct
369,meld,gemma-2-9b-it
369,livecodebench,Qwen3-8B
369,math500,NVIDIA-Nemotron-Nano-9B-v2
369,finqa,Fin-R1
369,mmlupro,Llama-3.1-8B-UltraMedical
370,meld,Qwen2.5-Coder-7B-Instruct
370,bbh,NVIDIA-Nemotron-Nano-9B-v2
370,medqa,Llama-3.1-8B-UltraMedical
370,mmlupro,gemma-2-9b-it
370,korbench,Llama-3.1-8B-Instruct
370,livecodebench,Qwen3-8B
370,finqa,Fin-R1
370,math500,DeepSeek-R1-0528-Qwen3-8B
371,bbh,NVIDIA-Nemotron-Nano-9B-v2
371,medqa,Llama-3.1-8B-Instruct
371,korbench,Qwen2.5-Coder-7B-Instruct
371,meld,gemma-2-9b-it
371,livecodebench,Qwen3-8B
371,finqa,Fin-R1
371,mmlupro,Llama-3.1-8B-UltraMedical
371,math500,DeepSeek-R1-0528-Qwen3-8B
372,meld,Qwen2.5-Coder-7B-Instruct
372,medqa,Llama-3.1-8B-UltraMedical
372,mmlupro,gemma-2-9b-it
372,bbh,DeepSeek-R1-0528-Qwen3-8B
372,korbench,Llama-3.1-8B-Instruct
372,livecodebench,Qwen3-8B
372,math500,NVIDIA-Nemotron-Nano-9B-v2
372,finqa,Fin-R1
373,meld,Qwen2.5-Coder-7B-Instruct
373,medqa,Llama-3.1-8B-UltraMedical
373,mmlupro,gemma-2-9b-it
373,livecodebench,Qwen3-8B
373,bbh,Llama-3.1-8B-Instruct
373,finqa,Fin-R1
373,math500,DeepSeek-R1-0528-Qwen3-8B
373,korbench,NVIDIA-Nemotron-Nano-9B-v2
374,meld,Qwen2.5-Coder-7B-Instruct
374,medqa,Llama-3.1-8B-UltraMedical
374,mmlupro,gemma-2-9b-it
374,bbh,DeepSeek-R1-0528-Qwen3-8B
374,korbench,Llama-3.1-8B-Instruct
374,livecodebench,Qwen3-8B
374,math500,NVIDIA-Nemotron-Nano-9B-v2
374,finqa,Fin-R1
375,medqa,Llama-3.1-8B-Instruct
375,bbh,DeepSeek-R1-0528-Qwen3-8B
375,korbench,Qwen2.5-Coder-7B-Instruct
375,meld,gemma-2-9b-it
375,livecodebench,Qwen3-8B
375,math500,NVIDIA-Nemotron-Nano-9B-v2
375,finqa,Fin-R1
375,mmlupro,Llama-3.1-8B-UltraMedical
376,mmlupro,Llama-3.1-8B-Instruct
376,medqa,Llama-3.1-8B-UltraMedical
376,bbh,DeepSeek-R1-0528-Qwen3-8B
376,korbench,Qwen2.5-Coder-7B-Instruct
376,meld,gemma-2-9b-it
376,livecodebench,Qwen3-8B
376,math500,NVIDIA-Nemotron-Nano-9B-v2
376,finqa,Fin-R1
377,meld,Qwen2.5-Coder-7B-Instruct
377,bbh,NVIDIA-Nemotron-Nano-9B-v2
377,medqa,Llama-3.1-8B-Instruct
377,mmlupro,gemma-2-9b-it
377,korbench,Llama-3.1-8B-UltraMedical
377,livecodebench,Qwen3-8B
377,finqa,Fin-R1
377,math500,DeepSeek-R1-0528-Qwen3-8B
378,medqa,Llama-3.1-8B-Instruct
378,bbh,Qwen3-8B
378,korbench,Qwen2.5-Coder-7B-Instruct
378,meld,gemma-2-9b-it
378,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
378,finqa,Fin-R1
378,mmlupro,Llama-3.1-8B-UltraMedical
378,math500,DeepSeek-R1-0528-Qwen3-8B
379,mmlupro,Llama-3.1-8B-Instruct
379,bbh,NVIDIA-Nemotron-Nano-9B-v2
379,medqa,Llama-3.1-8B-UltraMedical
379,korbench,Qwen2.5-Coder-7B-Instruct
379,meld,gemma-2-9b-it
379,livecodebench,Qwen3-8B
379,finqa,Fin-R1
379,math500,DeepSeek-R1-0528-Qwen3-8B
380,bbh,NVIDIA-Nemotron-Nano-9B-v2
380,medqa,Llama-3.1-8B-Instruct
380,korbench,Qwen2.5-Coder-7B-Instruct
380,meld,gemma-2-9b-it
380,livecodebench,Qwen3-8B
380,finqa,Fin-R1
380,mmlupro,Llama-3.1-8B-UltraMedical
380,math500,DeepSeek-R1-0528-Qwen3-8B
381,meld,Qwen2.5-Coder-7B-Instruct
381,medqa,Llama-3.1-8B-UltraMedical
381,mmlupro,gemma-2-9b-it
381,bbh,DeepSeek-R1-0528-Qwen3-8B
381,korbench,Llama-3.1-8B-Instruct
381,livecodebench,Qwen3-8B
381,math500,NVIDIA-Nemotron-Nano-9B-v2
381,finqa,Fin-R1
382,meld,Qwen2.5-Coder-7B-Instruct
382,medqa,Llama-3.1-8B-Instruct
382,bbh,DeepSeek-R1-0528-Qwen3-8B
382,livecodebench,Qwen3-8B
382,math500,NVIDIA-Nemotron-Nano-9B-v2
382,finqa,Fin-R1
382,korbench,gemma-2-9b-it
382,mmlupro,Llama-3.1-8B-UltraMedical
383,mmlupro,Llama-3.1-8B-Instruct
383,bbh,NVIDIA-Nemotron-Nano-9B-v2
383,medqa,Llama-3.1-8B-UltraMedical
383,korbench,Qwen2.5-Coder-7B-Instruct
383,meld,gemma-2-9b-it
383,livecodebench,Qwen3-8B
383,finqa,Fin-R1
383,math500,DeepSeek-R1-0528-Qwen3-8B
384,mmlupro,Llama-3.1-8B-Instruct
384,bbh,NVIDIA-Nemotron-Nano-9B-v2
384,medqa,Llama-3.1-8B-UltraMedical
384,korbench,Qwen2.5-Coder-7B-Instruct
384,meld,gemma-2-9b-it
384,livecodebench,Qwen3-8B
384,finqa,Fin-R1
384,math500,DeepSeek-R1-0528-Qwen3-8B
385,meld,Qwen2.5-Coder-7B-Instruct
385,bbh,NVIDIA-Nemotron-Nano-9B-v2
385,medqa,Llama-3.1-8B-UltraMedical
385,mmlupro,gemma-2-9b-it
385,math500,Qwen3-8B
385,korbench,Llama-3.1-8B-Instruct
385,finqa,Fin-R1
385,livecodebench,DeepSeek-R1-0528-Qwen3-8B
386,medqa,Llama-3.1-8B-Instruct
386,bbh,DeepSeek-R1-0528-Qwen3-8B
386,korbench,Qwen2.5-Coder-7B-Instruct
386,meld,Fin-R1
386,livecodebench,Qwen3-8B
386,math500,NVIDIA-Nemotron-Nano-9B-v2
386,finqa,gemma-2-9b-it
386,mmlupro,Llama-3.1-8B-UltraMedical
387,mmlupro,Llama-3.1-8B-Instruct
387,medqa,Llama-3.1-8B-UltraMedical
387,bbh,DeepSeek-R1-0528-Qwen3-8B
387,korbench,Qwen2.5-Coder-7B-Instruct
387,meld,gemma-2-9b-it
387,livecodebench,Qwen3-8B
387,math500,NVIDIA-Nemotron-Nano-9B-v2
387,finqa,Fin-R1
388,meld,Qwen2.5-Coder-7B-Instruct
388,bbh,NVIDIA-Nemotron-Nano-9B-v2
388,medqa,Llama-3.1-8B-Instruct
388,mmlupro,gemma-2-9b-it
388,korbench,Llama-3.1-8B-UltraMedical
388,livecodebench,Qwen3-8B
388,finqa,Fin-R1
388,math500,DeepSeek-R1-0528-Qwen3-8B
389,medqa,Llama-3.1-8B-Instruct
389,bbh,DeepSeek-R1-0528-Qwen3-8B
389,korbench,Qwen2.5-Coder-7B-Instruct
389,meld,gemma-2-9b-it
389,livecodebench,Qwen3-8B
389,math500,NVIDIA-Nemotron-Nano-9B-v2
389,finqa,Fin-R1
389,mmlupro,Llama-3.1-8B-UltraMedical
390,meld,Qwen2.5-Coder-7B-Instruct
390,bbh,NVIDIA-Nemotron-Nano-9B-v2
390,medqa,Llama-3.1-8B-UltraMedical
390,mmlupro,gemma-2-9b-it
390,korbench,Llama-3.1-8B-Instruct
390,livecodebench,Qwen3-8B
390,finqa,Fin-R1
390,math500,DeepSeek-R1-0528-Qwen3-8B
391,mmlupro,Llama-3.1-8B-Instruct
391,bbh,NVIDIA-Nemotron-Nano-9B-v2
391,medqa,Llama-3.1-8B-UltraMedical
391,korbench,Qwen2.5-Coder-7B-Instruct
391,meld,gemma-2-9b-it
391,livecodebench,Qwen3-8B
391,finqa,Fin-R1
391,math500,DeepSeek-R1-0528-Qwen3-8B
392,medqa,Llama-3.1-8B-Instruct
392,bbh,DeepSeek-R1-0528-Qwen3-8B
392,korbench,Qwen2.5-Coder-7B-Instruct
392,meld,gemma-2-9b-it
392,livecodebench,Qwen3-8B
392,math500,NVIDIA-Nemotron-Nano-9B-v2
392,finqa,Fin-R1
392,mmlupro,Llama-3.1-8B-UltraMedical
393,medqa,Llama-3.1-8B-Instruct
393,bbh,DeepSeek-R1-0528-Qwen3-8B
393,korbench,Qwen2.5-Coder-7B-Instruct
393,meld,gemma-2-9b-it
393,livecodebench,Qwen3-8B
393,math500,NVIDIA-Nemotron-Nano-9B-v2
393,finqa,Fin-R1
393,mmlupro,Llama-3.1-8B-UltraMedical
394,mmlupro,Llama-3.1-8B-Instruct
394,medqa,Llama-3.1-8B-UltraMedical
394,bbh,DeepSeek-R1-0528-Qwen3-8B
394,math500,Qwen3-8B
394,korbench,Qwen2.5-Coder-7B-Instruct
394,meld,gemma-2-9b-it
394,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
394,finqa,Fin-R1
395,medqa,Llama-3.1-8B-Instruct
395,bbh,DeepSeek-R1-0528-Qwen3-8B
395,korbench,Qwen2.5-Coder-7B-Instruct
395,meld,gemma-2-9b-it
395,livecodebench,Qwen3-8B
395,math500,NVIDIA-Nemotron-Nano-9B-v2
395,finqa,Fin-R1
395,mmlupro,Llama-3.1-8B-UltraMedical
396,meld,Qwen2.5-Coder-7B-Instruct
396,medqa,Llama-3.1-8B-Instruct
396,mmlupro,gemma-2-9b-it
396,bbh,DeepSeek-R1-0528-Qwen3-8B
396,korbench,Llama-3.1-8B-UltraMedical
396,livecodebench,Qwen3-8B
396,math500,NVIDIA-Nemotron-Nano-9B-v2
396,finqa,Fin-R1
397,meld,Qwen2.5-Coder-7B-Instruct
397,medqa,Llama-3.1-8B-Instruct
